rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-10717,SYNTH-10717,0,32,0.001883,0.0,0.00176,6476.64,JAX 58%; LAC 28%; DET 4%
220,SYNTH-16578,SYNTH-16578,0,32,0.001883,0.0,0.00184,3439.33,JAX 56%; LAC 32%; DET 3%
221,SYNTH-10785,SYNTH-10785,0,32,0.001883,0.0,0.0008,3432.36,JAX 61%; LAC 25%; DET 4%
222,SYNTH-13460,SYNTH-13460,0,32,0.001883,0.0,0.0008,3425.99,JAX 60%; LAC 28%; DET 4%
223,SYNTH-06300,SYNTH-06300,0,32,0.001883,0.0,0.00088,3424.19,JAX 54%; LAC 28%; DET 4%
224,SYNTH-11323,SYNTH-11323,0,32,0.001883,0.0,0.00096,3419.14,JAX 59%; LAC 29%; DET 4%
225,SYNTH-21959,SYNTH-21959,0,32,0.001883,0.0,0.0012,3415.98,JAX 62%; LAC 29%; DET 3%
226,SYNTH-14841,SYNTH-14841,0,32,0.001883,0.0,0.00032,3406.53,JAX 47%; LAC 23%; DET 5%
227,SYNTH-02844,SYNTH-02844,0,32,0.001883,0.0,0.00072,3405.8,JAX 52%; LAC 25%; DET 5%
228,SYNTH-01224,SYNTH-01224,0,32,0.001883,0.0,0.0008,3405.65,JAX 54%; LAC 28%; DET 5%
229,SYNTH-18178,SYNTH-18178,0,32,0.001883,0.0,0.00056,3398.47,JAX 53%; LAC 32%; DET 4%
230,SYNTH-02725,SYNTH-02725,0,32,0.001883,0.0,0.00088,3392.84,JAX 60%; LAC 26%; DET 4%
231,SYNTH-07492,SYNTH-07492,0,32,0.001883,0.0,0.0012,3391.59,JAX 59%; LAC 29%; DET 4%
232,SYNTH-19227,SYNTH-19227,0,32,0.001883,0.0,0.00056,3386.17,JAX 54%; LAC 28%; DET 5%
233,SYNTH-06634,SYNTH-06634,0,32,0.001883,0.0,0.00072,3383.87,JAX 59%; LAC 29%; DET 4%
234,SYNTH-04895,SYNTH-04895,0,32,0.001883,0.0,0.00064,3380.58,JAX 52%; LAC 29%; DET 4%
235,SYNTH-00747,SYNTH-00747,0,32,0.001883,0.0,0.00136,3378.38,JAX 57%; LAC 34%; DET 3%
236,SYNTH-15157,SYNTH-15157,0,32,0.001883,0.0,0.0012,3373.54,JAX 56%; LAC 26%; DET 5%
237,SYNTH-09927,SYNTH-09927,0,32,0.001883,0.0,0.00064,3368.5,JAX 53%; LAC 30%; DET 4%
238,SYNTH-00401,SYNTH-00401,0,32,0.001883,0.0,0.0008,3368.49,JAX 54%; LAC 33%; DET 4%
239,SYNTH-06494,SYNTH-06494,0,32,0.001883,0.0,0.00152,3364.88,JAX 60%; LAC 29%; DET 4%
240,SYNTH-21035,SYNTH-21035,0,32,0.001883,0.0,0.00104,3363.5,JAX 56%; LAC 33%; DET 3%
241,SYNTH-03906,SYNTH-03906,0,32,0.001883,0.0,0.00064,3360.13,JAX 61%; LAC 28%; DET 4%
242,SYNTH-22804,SYNTH-22804,0,32,0.001883,0.0,0.00144,3357.79,JAX 64%; LAC 27%; DET 3%
243,SYNTH-06022,SYNTH-06022,0,32,0.001883,0.0,0.0008,3351.69,JAX 59%; LAC 24%; DET 5%
244,SYNTH-13826,SYNTH-13826,0,32,0.001883,0.0,0.00048,3350.11,JAX 46%; LAC 35%; DET 4%
245,SYNTH-13844,SYNTH-13844,0,32,0.001883,0.0,0.00072,3346.84,JAX 57%; LAC 29%; DET 4%
246,SYNTH-03078,SYNTH-03078,0,32,0.001883,0.0,0.00096,3341.33,JAX 56%; LAC 33%; DET 3%
247,SYNTH-10411,SYNTH-10411,0,32,0.001883,0.0,0.0012,3341.02,JAX 56%; LAC 34%; DET 3%
248,SYNTH-17469,SYNTH-17469,0,32,0.001883,0.0,0.0012,3335.82,JAX 51%; LAC 35%; DET 4%
249,SYNTH-08179,SYNTH-08179,0,32,0.001883,0.0,0.0016,3335.5,JAX 59%; LAC 28%; DET 4%
250,SYNTH-08181,SYNTH-08181,0,32,0.001883,0.0,0.00104,3334.1,JAX 59%; LAC 31%; DET 3%
251,SYNTH-20404,SYNTH-20404,0,32,0.001883,0.0,0.00104,3333.36,JAX 51%; LAC 28%; DET 5%
252,SYNTH-13469,SYNTH-13469,0,32,0.001883,0.0,0.00088,3330.66,JAX 50%; LAC 32%; DET 4%
253,SYNTH-18154,SYNTH-18154,0,32,0.001883,0.0,0.00112,3326.12,JAX 63%; LAC 26%; DET 4%
254,SYNTH-04599,SYNTH-04599,0,32,0.001883,0.0,0.00096,3318.14,JAX 60%; LAC 30%; DET 3%
255,SYNTH-01585,SYNTH-01585,0,32,0.001883,0.0,0.00088,3316.34,JAX 55%; LAC 33%; DET 4%
256,SYNTH-15258,SYNTH-15258,0,32,0.001883,0.0,0.00088,3316.15,JAX 55%; LAC 32%; DET 4%
257,SYNTH-13918,SYNTH-13918,0,32,0.001883,0.0,0.00064,3316.0,JAX 56%; LAC 25%; DET 5%
258,SYNTH-16105,SYNTH-16105,0,32,0.001883,0.0,0.00048,3314.95,JAX 51%; LAC 27%; DET 5%
259,SYNTH-20445,SYNTH-20445,0,32,0.001883,0.0,0.00088,3314.88,JAX 62%; LAC 29%; DET 3%
260,SYNTH-15244,SYNTH-15244,0,32,0.001883,0.0,0.00032,3314.58,JAX 38%; LAC 25%; DET 5%
261,SYNTH-09220,SYNTH-09220,0,32,0.001883,0.0,0.00096,3313.25,JAX 57%; LAC 29%; DET 4%
262,SYNTH-02816,SYNTH-02816,0,32,0.001883,0.0,0.00048,3305.51,JAX 58%; LAC 27%; DET 4%
263,SYNTH-12939,SYNTH-12939,0,32,0.001883,0.0,0.00064,3303.52,JAX 55%; LAC 33%; DET 3%
264,SYNTH-00933,SYNTH-00933,0,32,0.001883,0.0,0.00096,3302.53,JAX 59%; LAC 27%; DET 4%
265,SYNTH-00724,SYNTH-00724,0,32,0.001883,0.0,0.00072,3301.5,JAX 48%; LAC 30%; DET 4%
266,SYNTH-06505,SYNTH-06505,0,32,0.001883,0.0,0.00048,3298.91,JAX 52%; LAC 32%; DET 4%
267,SYNTH-19232,SYNTH-19232,0,32,0.001883,0.0,0.00104,3297.36,JAX 56%; LAC 31%; DET 4%
268,SYNTH-12825,SYNTH-12825,0,32,0.001883,0.0,0.00048,3297.22,JAX 53%; LAC 31%; DET 4%
269,SYNTH-02058,SYNTH-02058,0,32,0.001883,0.0,0.00128,3296.47,JAX 60%; LAC 27%; DET 4%
270,SYNTH-15753,SYNTH-15753,0,32,0.001883,0.0,0.00072,3296.07,JAX 53%; LAC 31%; DET 4%
271,SYNTH-21671,SYNTH-21671,0,32,0.001883,0.0,0.00064,3294.22,JAX 51%; LAC 33%; DET 4%
272,SYNTH-13358,SYNTH-13358,0,32,0.001883,0.0,0.00112,3293.77,JAX 58%; LAC 31%; DET 4%
273,SYNTH-09639,SYNTH-09639,0,32,0.001883,0.0,0.00088,3292.74,JAX 59%; LAC 30%; DET 4%
274,SYNTH-22359,SYNTH-22359,0,32,0.001883,0.0,0.0012,3286.78,JAX 64%; LAC 29%; DET 3%
275,SYNTH-12231,SYNTH-12231,0,32,0.001883,0.0,0.00048,3285.26,JAX 56%; LAC 29%; DET 4%
276,SYNTH-23094,SYNTH-23094,0,32,0.001883,0.0,0.00072,3285.14,JAX 55%; LAC 30%; DET 4%
277,SYNTH-18026,SYNTH-18026,0,32,0.001883,0.0,0.00056,3283.68,JAX 53%; LAC 28%; DET 5%
278,SYNTH-02396,SYNTH-02396,0,32,0.001883,0.0,0.00144,3272.26,JAX 59%; LAC 30%; DET 4%
279,SYNTH-10789,SYNTH-10789,0,32,0.001883,0.0,0.00096,3270.92,JAX 50%; LAC 34%; DET 4%
280,SYNTH-11394,SYNTH-11394,0,32,0.001883,0.0,0.0008,3270.23,JAX 53%; LAC 30%; DET 4%
281,SYNTH-23756,SYNTH-23756,0,32,0.001883,0.0,0.00152,3269.22,JAX 57%; LAC 30%; DET 4%
282,SYNTH-07342,SYNTH-07342,0,32,0.001883,0.0,0.0008,3263.61,JAX 56%; LAC 32%; DET 3%
283,SYNTH-07523,SYNTH-07523,0,32,0.001883,0.0,0.0012,3262.72,JAX 59%; LAC 31%; DET 3%
284,SYNTH-04954,SYNTH-04954,0,32,0.001883,0.0,0.0008,3260.43,JAX 55%; LAC 35%; DET 3%
285,SYNTH-05635,SYNTH-05635,0,32,0.001883,0.0,0.00064,3260.23,JAX 46%; LAC 25%; DET 5%
286,SYNTH-08531,SYNTH-08531,0,32,0.001883,0.0,0.0012,3258.27,JAX 64%; LAC 21%; DET 5%
287,SYNTH-03258,SYNTH-03258,0,32,0.001883,0.0,0.00096,3256.53,JAX 59%; LAC 30%; DET 4%
288,SYNTH-17378,SYNTH-17378,0,32,0.001883,0.0,0.0008,3256.43,JAX 58%; LAC 34%; DET 3%
289,SYNTH-01196,SYNTH-01196,0,32,0.001883,0.0,0.0008,3251.57,JAX 63%; LAC 29%; DET 3%
290,SYNTH-23695,SYNTH-23695,0,32,0.001883,0.0,0.00128,3251.11,JAX 57%; LAC 30%; DET 4%
291,SYNTH-11337,SYNTH-11337,0,32,0.001883,0.0,0.00128,3250.22,JAX 60%; LAC 28%; DET 4%
292,SYNTH-16647,SYNTH-16647,0,32,0.001883,0.0,0.00136,3247.12,JAX 61%; LAC 27%; DET 4%
293,SYNTH-23632,SYNTH-23632,0,32,0.001883,0.0,0.00168,3245.88,JAX 58%; LAC 32%; DET 3%
294,SYNTH-01276,SYNTH-01276,0,32,0.001883,0.0,0.0004,3245.35,JAX 48%; LAC 32%; DET 4%
295,SYNTH-22535,SYNTH-22535,0,32,0.001883,0.0,0.00056,3243.68,JAX 52%; LAC 29%; DET 4%
296,SYNTH-10294,SYNTH-10294,0,32,0.001883,0.0,0.00144,3240.5,JAX 58%; LAC 29%; DET 4%
297,SYNTH-19165,SYNTH-19165,0,32,0.001883,0.0,0.00048,3239.62,JAX 49%; LAC 25%; DET 5%
298,SYNTH-21529,SYNTH-21529,0,32,0.001883,0.0,0.00064,3237.18,JAX 55%; LAC 32%; DET 4%
299,SYNTH-01245,SYNTH-01245,0,32,0.001883,0.0,0.00096,3229.19,JAX 50%; LAC 36%; DET 3%
300,SYNTH-21234,SYNTH-21234,0,32,0.001883,0.0,0.00032,3220.49,JAX 52%; LAC 30%; DET 4%
301,SYNTH-21107,SYNTH-21107,0,32,0.001883,0.0,0.00072,3218.53,JAX 54%; LAC 26%; DET 5%
302,SYNTH-05681,SYNTH-05681,0,32,0.001883,0.0,0.00072,3217.28,JAX 58%; LAC 32%; DET 3%
303,SYNTH-19639,SYNTH-19639,0,32,0.001883,0.0,0.00088,3214.92,JAX 58%; LAC 27%; DET 4%
304,SYNTH-00295,SYNTH-00295,0,32,0.001883,0.0,0.00208,3212.92,JAX 65%; LAC 27%; DET 3%
305,SYNTH-05002,SYNTH-05002,0,32,0.001883,0.0,0.00112,3208.79,JAX 61%; LAC 27%; DET 4%
306,SYNTH-15812,SYNTH-15812,0,32,0.001883,0.0,0.00072,3206.55,JAX 61%; LAC 31%; DET 3%
307,SYNTH-16961,SYNTH-16961,0,32,0.001883,0.0,0.00088,3202.37,JAX 58%; LAC 29%; DET 4%
308,SYNTH-23694,SYNTH-23694,0,32,0.001883,0.0,0.00136,3200.17,JAX 58%; LAC 26%; DET 4%
309,SYNTH-18662,SYNTH-18662,0,32,0.001883,0.0,0.0008,3199.06,JAX 52%; LAC 32%; DET 4%
310,SYNTH-03516,SYNTH-03516,0,32,0.001883,0.0,0.00096,3198.97,JAX 53%; LAC 24%; DET 5%
311,SYNTH-03458,SYNTH-03458,0,32,0.001883,0.0,0.00104,3197.82,JAX 58%; LAC 33%; DET 3%
312,SYNTH-00239,SYNTH-00239,0,32,0.001883,0.0,0.00056,3196.11,JAX 50%; LAC 31%; DET 4%
313,SYNTH-12414,SYNTH-12414,0,32,0.001883,0.0,0.00104,3195.87,JAX 63%; LAC 21%; DET 5%
314,SYNTH-19974,SYNTH-19974,0,32,0.001883,0.0,0.00088,3194.63,JAX 59%; LAC 30%; DET 4%
315,SYNTH-17786,SYNTH-17786,0,32,0.001883,0.0,0.00056,3193.46,JAX 55%; LAC 29%; DET 4%
316,SYNTH-18510,SYNTH-18510,0,32,0.001883,0.0,0.0008,3193.45,JAX 54%; LAC 31%; DET 4%
317,SYNTH-06383,SYNTH-06383,0,32,0.001883,0.0,0.00112,3187.67,JAX 61%; LAC 29%; DET 3%
318,SYNTH-01692,SYNTH-01692,0,32,0.001883,0.0,0.00096,3186.38,JAX 53%; LAC 30%; DET 4%
319,SYNTH-00818,SYNTH-00818,0,32,0.001883,0.0,0.00104,3184.14,JAX 56%; LAC 32%; DET 4%
320,SYNTH-06769,SYNTH-06769,0,32,0.001883,0.0,0.0012,3183.94,JAX 63%; LAC 26%; DET 4%
321,SYNTH-04622,SYNTH-04622,0,32,0.001883,0.0,0.0012,3183.45,JAX 55%; LAC 33%; DET 3%
322,SYNTH-00241,SYNTH-00241,0,32,0.001883,0.0,0.00112,3182.38,JAX 58%; LAC 25%; DET 4%
323,SYNTH-22076,SYNTH-22076,0,32,0.001883,0.0,0.0008,3178.97,JAX 56%; LAC 28%; DET 4%
324,SYNTH-06398,SYNTH-06398,0,32,0.001883,0.0,0.0012,3178.6,JAX 57%; LAC 26%; DET 5%
325,SYNTH-03048,SYNTH-03048,0,32,0.001883,0.0,0.00096,3175.52,JAX 60%; LAC 30%; DET 3%
326,SYNTH-09043,SYNTH-09043,0,32,0.001883,0.0,0.00088,3171.01,JAX 56%; LAC 31%; DET 4%
327,SYNTH-18506,SYNTH-18506,0,32,0.001883,0.0,0.0008,3170.65,JAX 57%; LAC 34%; DET 3%
328,SYNTH-04130,SYNTH-04130,0,32,0.001883,0.0,0.00056,3168.02,JAX 57%; LAC 30%; DET 4%
329,SYNTH-08009,SYNTH-08009,0,32,0.001883,0.0,0.00104,3167.55,JAX 59%; LAC 27%; DET 4%
330,SYNTH-16996,SYNTH-16996,0,32,0.001883,0.0,0.0012,3164.21,JAX 58%; LAC 30%; DET 4%
331,SYNTH-13230,SYNTH-13230,0,32,0.001883,0.0,0.00088,3159.07,JAX 56%; LAC 27%; DET 4%
332,SYNTH-09019,SYNTH-09019,0,32,0.001883,0.0,0.0012,3155.01,JAX 63%; LAC 27%; DET 3%
333,SYNTH-22043,SYNTH-22043,0,32,0.001883,0.0,0.00072,3154.42,JAX 51%; LAC 32%; DET 4%
334,SYNTH-02865,SYNTH-02865,0,32,0.001883,0.0,0.00064,3150.35,JAX 56%; LAC 30%; DET 4%
335,SYNTH-23521,SYNTH-23521,0,32,0.001883,0.0,0.00136,3149.55,JAX 64%; LAC 25%; DET 4%
336,SYNTH-19980,SYNTH-19980,0,32,0.001883,0.0,0.00064,3149.15,JAX 44%; LAC 30%; DET 4%
337,SYNTH-02970,SYNTH-02970,0,32,0.001883,0.0,0.00064,3147.79,JAX 52%; LAC 33%; DET 4%
338,SYNTH-10172,SYNTH-10172,0,32,0.001883,0.0,0.00112,3147.1,JAX 57%; LAC 26%; DET 5%
339,SYNTH-12763,SYNTH-12763,0,32,0.001883,0.0,0.0004,3144.6,JAX 43%; LAC 26%; DET 5%
340,SYNTH-07304,SYNTH-07304,0,32,0.001883,0.0,0.00064,3143.94,JAX 51%; LAC 27%; DET 5%
341,SYNTH-23774,SYNTH-23774,0,32,0.001883,0.0,0.00096,3140.92,JAX 51%; LAC 31%; DET 4%
342,SYNTH-13818,SYNTH-13818,0,32,0.001883,0.0,0.00104,3140.08,JAX 63%; LAC 26%; DET 4%
343,SYNTH-19775,SYNTH-19775,0,32,0.001883,0.0,0.00104,3131.69,JAX 59%; LAC 33%; DET 3%
344,SYNTH-16351,SYNTH-16351,0,32,0.001883,0.0,0.0012,3130.75,JAX 56%; LAC 32%; DET 4%
345,SYNTH-09385,SYNTH-09385,0,32,0.001883,0.0,0.0008,3128.15,JAX 59%; LAC 29%; DET 4%
346,SYNTH-05399,SYNTH-05399,0,32,0.001883,0.0,0.00128,3127.99,JAX 56%; LAC 29%; DET 4%
347,SYNTH-09038,SYNTH-09038,0,32,0.001883,0.0,0.00088,3119.79,JAX 53%; LAC 27%; DET 5%
348,SYNTH-04482,SYNTH-04482,0,32,0.001883,0.0,0.00096,3116.23,JAX 63%; LAC 28%; DET 3%
349,SYNTH-21285,SYNTH-21285,0,32,0.001883,0.0,0.0008,3114.36,JAX 57%; LAC 30%; DET 4%
350,SYNTH-06008,SYNTH-06008,0,32,0.001883,0.0,0.00056,3113.77,JAX 47%; LAC 26%; DET 5%
351,SYNTH-07528,SYNTH-07528,0,32,0.001883,0.0,0.00096,3112.25,JAX 58%; LAC 33%; DET 3%
352,SYNTH-10779,SYNTH-10779,0,32,0.001883,0.0,0.00104,3109.59,JAX 57%; LAC 30%; DET 4%
353,SYNTH-18779,SYNTH-18779,0,32,0.001883,0.0,0.00064,3107.49,JAX 58%; LAC 31%; DET 3%
354,SYNTH-18916,SYNTH-18916,0,32,0.001883,0.0,0.00072,3102.84,JAX 51%; LAC 32%; DET 4%
355,SYNTH-07021,SYNTH-07021,0,32,0.001883,0.0,0.00112,3101.49,JAX 57%; LAC 29%; DET 4%
356,SYNTH-00298,SYNTH-00298,0,32,0.001883,0.0,0.00096,3098.47,JAX 59%; LAC 30%; DET 3%
357,SYNTH-21701,SYNTH-21701,0,32,0.001883,0.0,0.00112,3097.4,JAX 63%; LAC 30%; DET 3%
358,SYNTH-19088,SYNTH-19088,0,32,0.001883,0.0,0.0012,3092.98,JAX 52%; LAC 31%; DET 4%
359,SYNTH-04936,SYNTH-04936,0,32,0.001883,0.0,0.00128,3092.8,JAX 59%; LAC 30%; DET 4%
360,SYNTH-06243,SYNTH-06243,0,32,0.001883,0.0,0.00088,3090.61,JAX 58%; LAC 28%; DET 4%
361,SYNTH-07087,SYNTH-07087,0,32,0.001883,0.0,0.00088,3089.83,JAX 57%; LAC 28%; DET 4%
362,SYNTH-22380,SYNTH-22380,0,32,0.001883,0.0,0.00088,3089.76,JAX 54%; LAC 29%; DET 4%
363,SYNTH-11114,SYNTH-11114,0,32,0.001883,0.0,0.00072,3088.86,JAX 52%; LAC 34%; DET 4%
364,SYNTH-03802,SYNTH-03802,0,32,0.001883,0.0,0.00104,3084.55,JAX 52%; LAC 32%; DET 4%
365,SYNTH-09128,SYNTH-09128,0,32,0.001883,0.0,0.00104,3081.07,JAX 61%; LAC 32%; DET 3%
366,SYNTH-13689,SYNTH-13689,0,32,0.001883,0.0,0.00088,3078.48,JAX 52%; LAC 34%; DET 4%
367,SYNTH-00551,SYNTH-00551,0,32,0.001883,0.0,0.00112,3072.54,JAX 59%; LAC 28%; DET 4%
368,SYNTH-09716,SYNTH-09716,0,32,0.001883,0.0,0.00064,3070.92,JAX 50%; LAC 26%; DET 5%
369,SYNTH-10287,SYNTH-10287,0,32,0.001883,0.0,0.00072,3064.99,JAX 61%; LAC 30%; DET 3%
370,SYNTH-10537,SYNTH-10537,0,32,0.001883,0.0,0.0008,3063.17,JAX 60%; LAC 27%; DET 4%
371,SYNTH-01537,SYNTH-01537,0,32,0.001883,0.0,0.00104,3062.95,JAX 58%; LAC 30%; DET 4%
372,SYNTH-16634,SYNTH-16634,0,32,0.001883,0.0,0.00072,3059.04,JAX 52%; LAC 31%; DET 4%
373,SYNTH-03742,SYNTH-03742,0,32,0.001883,0.0,0.00152,3058.82,JAX 58%; LAC 30%; DET 3%
374,SYNTH-03020,SYNTH-03020,0,32,0.001883,0.0,0.00104,3056.94,JAX 62%; LAC 28%; DET 3%
375,SYNTH-15040,SYNTH-15040,0,32,0.001883,0.0,0.00072,3054.45,JAX 57%; LAC 33%; DET 3%
376,SYNTH-07919,SYNTH-07919,0,32,0.001883,0.0,0.00096,3052.45,JAX 64%; LAC 24%; DET 4%
377,SYNTH-23616,SYNTH-23616,0,32,0.001883,0.0,0.00072,3049.16,JAX 57%; LAC 29%; DET 4%
378,SYNTH-22390,SYNTH-22390,0,32,0.001883,0.0,0.00072,3048.32,JAX 58%; LAC 33%; DET 3%
379,SYNTH-21726,SYNTH-21726,0,32,0.001883,0.0,0.00112,3047.51,JAX 56%; LAC 26%; DET 5%
380,SYNTH-01641,SYNTH-01641,0,32,0.001883,0.0,0.00056,3046.43,JAX 59%; LAC 30%; DET 4%
381,SYNTH-14595,SYNTH-14595,0,32,0.001883,0.0,0.0008,3046.2,JAX 62%; LAC 28%; DET 4%
382,SYNTH-15442,SYNTH-15442,0,32,0.001883,0.0,0.00096,3040.47,JAX 54%; LAC 33%; DET 4%
383,SYNTH-13082,SYNTH-13082,0,32,0.001883,0.0,0.00096,3038.44,JAX 54%; LAC 29%; DET 4%
384,SYNTH-10909,SYNTH-10909,0,32,0.001883,0.0,0.00072,3038.13,JAX 58%; LAC 28%; DET 4%
385,SYNTH-00041,SYNTH-00041,0,32,0.001883,0.0,0.00088,3035.95,JAX 55%; LAC 30%; DET 4%
386,SYNTH-00643,SYNTH-00643,0,32,0.001883,0.0,0.0008,3035.2,JAX 57%; LAC 34%; DET 3%
387,SYNTH-04631,SYNTH-04631,0,32,0.001883,0.0,0.00064,3034.1,JAX 57%; LAC 32%; DET 3%
388,SYNTH-22645,SYNTH-22645,0,32,0.001883,0.0,0.00088,3033.75,JAX 56%; LAC 30%; DET 4%
389,SYNTH-04665,SYNTH-04665,0,32,0.001883,0.0,0.00088,3031.98,JAX 59%; LAC 29%; DET 4%
390,SYNTH-02131,SYNTH-02131,0,32,0.001883,0.0,0.00104,3026.15,JAX 61%; LAC 29%; DET 4%
391,SYNTH-16841,SYNTH-16841,0,32,0.001883,0.0,0.00128,3025.24,JAX 56%; LAC 33%; DET 4%
392,SYNTH-03701,SYNTH-03701,0,32,0.001883,0.0,0.00088,3023.56,JAX 52%; LAC 32%; DET 4%
393,SYNTH-19349,SYNTH-19349,0,32,0.001883,0.0,0.00072,3022.63,JAX 61%; LAC 28%; DET 4%
394,SYNTH-15117,SYNTH-15117,0,32,0.001883,0.0,0.0012,3021.25,JAX 55%; LAC 31%; DET 4%
395,SYNTH-07754,SYNTH-07754,0,32,0.001883,0.0,0.00104,3019.95,JAX 58%; LAC 32%; DET 3%
396,SYNTH-13116,SYNTH-13116,0,32,0.001883,0.0,0.00088,3018.4,JAX 52%; LAC 29%; DET 4%
397,SYNTH-19284,SYNTH-19284,0,32,0.001883,0.0,0.00096,3017.74,JAX 53%; LAC 25%; DET 5%
398,SYNTH-09118,SYNTH-09118,0,32,0.001883,0.0,0.00072,3017.04,JAX 54%; LAC 26%; DET 5%
399,SYNTH-15289,SYNTH-15289,0,32,0.001883,0.0,0.00088,3014.96,JAX 52%; LAC 28%; DET 5%
400,SYNTH-20353,SYNTH-20353,0,32,0.001883,0.0,0.00056,3008.92,JAX 61%; LAC 30%; DET 3%
401,SYNTH-16665,SYNTH-16665,0,32,0.001883,0.0,0.00064,3004.2,JAX 54%; LAC 31%; DET 4%
402,SYNTH-15370,SYNTH-15370,0,32,0.001883,0.0,0.00128,3004.01,JAX 55%; LAC 31%; DET 4%
403,SYNTH-05806,SYNTH-05806,0,32,0.001883,0.0,0.0016,3002.03,JAX 57%; LAC 30%; DET 4%
404,SYNTH-09726,SYNTH-09726,0,32,0.001883,0.0,0.00096,3000.65,JAX 56%; LAC 26%; DET 4%
405,SYNTH-21147,SYNTH-21147,0,32,0.001883,0.0,0.00096,2998.2,JAX 58%; LAC 29%; DET 4%
406,SYNTH-04003,SYNTH-04003,0,32,0.001883,0.0,0.00096,2994.53,JAX 51%; LAC 31%; DET 4%
407,SYNTH-03181,SYNTH-03181,0,32,0.001883,0.0,0.0008,2992.89,JAX 56%; LAC 30%; DET 4%
408,SYNTH-09010,SYNTH-09010,0,32,0.001883,0.0,0.00136,2991.52,JAX 60%; LAC 30%; DET 3%
409,SYNTH-05850,SYNTH-05850,0,32,0.001883,0.0,0.0016,2991.46,JAX 61%; LAC 30%; DET 3%
410,SYNTH-13128,SYNTH-13128,0,32,0.001883,0.0,0.00104,2990.97,JAX 52%; LAC 34%; DET 4%
411,SYNTH-04653,SYNTH-04653,0,32,0.001883,0.0,0.00096,2990.32,JAX 62%; LAC 30%; DET 3%
412,SYNTH-04999,SYNTH-04999,0,32,0.001883,0.0,0.00088,2985.25,JAX 57%; LAC 33%; DET 3%
413,SYNTH-16458,SYNTH-16458,0,32,0.001883,0.0,0.00128,2984.93,JAX 55%; LAC 28%; DET 4%
414,SYNTH-13389,SYNTH-13389,0,32,0.001883,0.0,0.00136,2982.84,JAX 61%; LAC 30%; DET 3%
415,SYNTH-08217,SYNTH-08217,0,32,0.001883,0.0,0.0008,2981.57,JAX 60%; LAC 27%; DET 4%
416,SYNTH-18981,SYNTH-18981,0,32,0.001883,0.0,0.00072,2974.44,JAX 48%; LAC 28%; DET 5%
417,SYNTH-04625,SYNTH-04625,0,32,0.001883,0.0,0.00112,2973.69,JAX 50%; LAC 30%; DET 4%
418,SYNTH-14335,SYNTH-14335,0,32,0.001883,0.0,0.00072,2972.9,JAX 57%; LAC 32%; DET 3%
419,SYNTH-07010,SYNTH-07010,0,32,0.001883,0.0,0.00072,2972.79,JAX 49%; LAC 25%; DET 5%
420,SYNTH-05954,SYNTH-05954,0,32,0.001883,0.0,0.00112,2972.75,JAX 62%; LAC 30%; DET 3%
421,SYNTH-18572,SYNTH-18572,0,32,0.001883,0.0,0.00096,2967.95,JAX 61%; LAC 32%; DET 3%
422,SYNTH-10891,SYNTH-10891,0,32,0.001883,0.0,0.0012,2966.79,JAX 56%; LAC 31%; DET 4%
423,SYNTH-08916,SYNTH-08916,0,32,0.001883,0.0,0.00104,2960.68,JAX 60%; LAC 28%; DET 4%
424,SYNTH-13711,SYNTH-13711,0,32,0.001883,0.0,0.00104,2960.52,JAX 54%; LAC 33%; DET 4%
425,SYNTH-21413,SYNTH-21413,0,32,0.001883,0.0,0.00136,2960.44,JAX 59%; LAC 33%; DET 3%
426,SYNTH-23070,SYNTH-23070,0,32,0.001883,0.0,0.00096,2959.64,JAX 49%; LAC 31%; DET 4%
427,SYNTH-22841,SYNTH-22841,0,32,0.001883,0.0,0.00088,2957.45,JAX 59%; LAC 31%; DET 3%
428,SYNTH-01698,SYNTH-01698,0,32,0.001883,0.0,0.0012,2957.16,JAX 53%; LAC 29%; DET 4%
429,SYNTH-21495,SYNTH-21495,0,32,0.001883,0.0,0.00136,2957.12,JAX 57%; LAC 33%; DET 3%
430,SYNTH-13556,SYNTH-13556,0,32,0.001883,0.0,0.00144,2956.76,JAX 58%; LAC 29%; DET 4%
431,SYNTH-08368,SYNTH-08368,0,32,0.001883,0.0,0.0008,2956.34,JAX 53%; LAC 27%; DET 4%
432,SYNTH-18478,SYNTH-18478,0,32,0.001883,0.0,0.00088,2955.67,JAX 56%; LAC 32%; DET 4%
433,SYNTH-23160,SYNTH-23160,0,32,0.001883,0.0,0.00112,2952.54,JAX 58%; LAC 31%; DET 4%
434,SYNTH-17799,SYNTH-17799,0,32,0.001883,0.0,0.00088,2948.38,JAX 58%; LAC 30%; DET 4%
435,SYNTH-20338,SYNTH-20338,0,32,0.001883,0.0,0.00088,2947.78,JAX 49%; LAC 31%; DET 4%
436,SYNTH-11690,SYNTH-11690,0,32,0.001883,0.0,0.00072,2947.19,JAX 55%; LAC 30%; DET 4%
437,SYNTH-09577,SYNTH-09577,0,32,0.001883,0.0,0.00144,2944.85,JAX 60%; LAC 28%; DET 4%
438,SYNTH-10564,SYNTH-10564,0,32,0.001883,0.0,0.00136,2944.21,JAX 61%; LAC 31%; DET 3%
439,SYNTH-16487,SYNTH-16487,0,32,0.001883,0.0,0.0008,2942.73,JAX 54%; LAC 31%; DET 4%
